,微博正文
1541,#如何看待李易峰此前发声明#真的太尴尬了，当时我都信了……
3629,英国伊丽莎白女王去世。必须说，这位女王给世人的印象好于她的子孙，也好于英国几乎一代不如一代的政府首相，她的离世代表了英国一个时代的终结。在她离世之际，我愿意对她的亡灵表达尊敬，并道安息。
3011,同事太搞笑了，说李易峰无辜，是有人搞他
7557,中国台湾有什么资格要美国专门派人访问?美国这种行为是变相承认了中国台湾是国家而不是省份！！！这是对中国明显的挑衅！！！举个例子:你是一家之主，你跟你老婆闹不和，隔壁小年轻有事没事来你家找你老婆，你警告他叫他别找你老婆，他却一副有理的样子说:“我找她又没找你，她同意我来找她，我为什么不能找她?”那小年轻几个意思？想想前段时间的俄罗斯与乌克兰问题，美国不也是扮演着一副隔壁老王的角色吗？美国为什么敢这样做?因为他们不在乎世界是否能和平，他们只在乎自己的国际地位，但凡有竞争对手他们都会阻止并扼杀他们。美国为什么要这样做?我们都知道美国建国的时间并不久，美国发展到如今是因为在战争中得到了大量利益，而战争中失去利益的是除了美国的其他国家，也就是说打仗的时候我们的国家发展是处于一种停滞不前甚至倒退的状态。而他们则处于一种不断前进的状态，也因此他们发展成了如今的第一强国。而现如今个别国家处于和平状态，国家发展也处于前进状态了，这时候美国就意识到自己的国际老大地位有威胁了。所以美国要阻止他们发展！而阻止发展的最好手段就是让他们处于战争状态！这样不但可以巩固地位而且还能发战争财。这样做对美国有什么好处?能够不动用一兵一卒的影响两个大国的国家发展。以此来巩固自己在世界的地位。综上所述，佩洛西到了台湾我们应不应该开战?很明显不应该，因为如果真的开战了，得利的始终是美国。所以我们目前不是应该想着怎么打仗而是应该怎么快点强大祖国！！！！
4708,伊丽莎白女王辞世留下的珠宝，数不清共有14，顶皇冠34副耳环98枚，胸针46条项链37只手镯5枚项链坠，14块腕表15枚戒指，这些都是女王艺人所拥有的珠宝。
5947,"上个月看了一些关于当年汶川地震的一手资料昨天凌晨想起来又看了一会儿今天晚上打开手机看到这个消息除了震惊之余思绪也一下子就拉回到了十四年前的汶川地震上次汶川地震所撕裂出的伤口在很多家庭已经成为永远不会痊愈的内伤许多家庭至今仍未走出地震所带来的变故地震倒塌的房屋下所掩埋的甚至连人形都难以分辨的一个个遇难者他们在死前是多么绝望即使到了现在许多倒塌房屋下的幸存者也不愿再回忆起被掩埋时的经历因为不会有人明白他们的无助与恐慌仅仅引用当时幸存者所描述的情景便觉的心中凉意四起：""房子倒塌了，我被压在房板下，四周全是黑的，什么都看不见，只能听到很多人的叹气声和类似打嗝的声音，可是这种声音没过多久就没了，很快就安静了。我被救出来后才明白那是人被压在房板下临死前发出的声音。""地震给人们带来的伤害无疑是巨大的不可挽回的只希望这次泸定同胞们的痛苦能小一点每次自然灾害总会再次提醒我在大自然的面前人类真的非常渺小我们所追求的我们所认为不可改变的在自然面前不过是区区浮萍而已再引用一句我所看到的汶川地震相关资料中的一句话：“地震中死去的人们又做错了什么呢？不过是他们脚下的大地在移动罢了。”四川汶川大地震即使过去了这么多年仍然让人记忆犹新四川是一座多灾多难的城市但是在一次次的变故中也一次又一次的映证了四川是一个英雄的城市可是谁又需要这种映证呢在灾难面前我们要相信党和国家的科学领导自然无情人有情祈祷不要再有报道泸定同胞伤亡的消息"
4324,【#英超推迟本周比赛#】英超宣布推迟本周末的比赛：“在今天上午的会议之后，为了向伊丽莎白女王二世致敬，英超决定推迟本周末的比赛，包括下周一的比赛。”除了英超外，英格兰其他各级联赛也暂停比赛。#英国女王去世#
3966,#英国女王去世#也算是见证历史了，很长一段时间里都觉得伊丽莎白永远不会离开。
8277,【记录】我说一会儿可能会有防空警报，儿子积极准备食物水和他的随身挚爱，穿好衣服鞋子，做撤往防空避难所的准备。挺好挺好！佩洛西这应该算“锦衣夜行”吧！？
5638,#英国女王去世##查尔斯成为英国国王#查尔斯三世正式成为英国国王，这是封王仪式。查尔斯皇室一家人看着感觉有点可怜，像是被其他人绑架了似的……一点威严都没有，有个网友评论说poorCharlesisnervous，感觉形容的很到位，要是特朗普此刻去当这个王，那感觉一定神采奕奕。失去了伊丽莎白女王妈妈的庇护，妈宝男查理斯都没有自信了。英国一众政要在下面好像也没人鸟这个新的国王，只有唯一一个其中的老头在上前签字时对查理斯行了一个礼，只有那一刻查理斯真的有被尊重到。而年老的国王在失去了实权后，哪怕累了屁股后面就是皇位，也不敢坐下去休息一下……L腥闻人的微博视频
6285,#四川地震#好焦虑睡不戳，好想下床把包收拾一下万一地震直接提了包跑
8043,【佩洛西窜访中国台湾地区】发展动态快速get???：O佩洛西窜访中国台湾地区
701,李易峰。等你出来了，你去你的超话把所有微博都看一遍。一遍不够看十遍。看看你做的好事。看看到底到底谁更痛。@李易峰
7947,#台北民众高喊佩洛西滚回去#半夜我气的睡不着为什么
4743,#英国女王去世##王冠#伊丽莎白女王的加冕仪式震撼世界，但千斤重的责任也扑面而来L猛男主厨的微博视频
4661,【英国女王伊丽莎白二世去世#1分钟回顾英国女王96年岁月#】当地时间9月8日，英国女王伊丽莎白二世在苏格兰巴尔莫勒尔城堡去世，享年96岁。伊丽莎白二世于1926年4月21日出生于伦敦。1952年，伊丽莎白公主在25岁时成为女王，当时她的父亲乔治六世国王去世。从温斯顿·丘吉尔爵士到利兹·特拉斯，女王在位期间见证了15位英国首相。2015年，她成为历史上在位时间最长的英国君主，打破了她的曾曾祖母维多利亚女王创下的纪录。#直击英国女王逝世民众悼念现场##英国女王去世##英国女王伊丽莎白二世去世#L猛犸新闻的微博视频
1623,#郭子瑜发文#真假先不说哈，为什么有些人会用李易峰品味不会这么差来攻击别人的长相?李易峰有什么品味?嫖客的品味能有多高极?
7381,等佩洛西被“善待”以后再回来看微博
8588,#外交部回应佩洛西窜访中国台湾地区#相信国家的一切决定
1652,你唯一做对一件事就是把正确的三观教给了炒粉但被你自己后来亲手丢弃了@李易峰
8350,#对台独顽固分子关联机构予以惩戒#很快，台蛙就要笑不出来了，台蛙会慢慢意识到捡了佩洛西这个老芝麻，丢了台湾这个大西瓜?
4415,经过去殖民化浪潮，国有资产企业化，脱欧和伊丽莎白女王逝世，英国丧失了土地、武器和信仰，那么爱尔兰和它聊分家还有多远
1720,#李易峰嫖娼视频#别信说下KS的，就是为了拉进群然后扫KS的码邀人的，跟拼夕夕砍一刀一个道理，都是骗人的，装的好像有瓜实际拉人扫码，华尔街资本看了都流泪
7728,#对台湾地区暂停天然砂出口##解放军将展开一系列针对性军事行动##台北民众高喊佩洛西滚回去##实现祖国统一的决心坚如磐石##暂停台湾地区柑橘类水果等输入大陆#作为一个中国人，我们要做的就是全力支持国家的决定，别用自己的小心思去胡乱揣摩，也别愤愤不平，祖国做的一切决定都毋庸置疑，管好自己的嘴，别出来丢人现眼，更别到处煽风点火，难道我们能想到的国家想不到吗？#微博新知博主#
8234,居然梦到了佩洛西的老公是在个行业展会上不认识他，他自报家门后贱兮兮的说凡知道他名字的都没有好下场是不是临睡前佩洛西的新闻看多了
765,#blase湾湾##李易峰墨镜##李易峰多次嫖娼被行政拘留#片场被抱上演爱的魔力转圈圈转了几圈不知道，想必是挺晕的吧L阿猫阿狗排排站的微博视频
5566,《她丧夫后找国王求施舍，国王却让她当上王后，可是她最终结局凄凉》伊丽莎白·伍德维尔和爱德华四世门不当户不对，在嫁给爱德华四世之前，伊丽莎白·伍德维尔是一位带着两个孩子度日的穷寡妇。O网页链接
4364,英联邦国家认伊丽莎白为共主可不一定认查尔斯啊，我以为未来应该有戏看???
3921,#英国女王去世#两分钟带你看英国伊丽莎白女王从1岁到96岁的容貌变迁，看这个在位时间最长的女性国家元首的风采！同时，“没有人是天生的王者，君主立宪制该被废除！”——#特拉斯#年轻时说。L马上谈的微博视频
5737,伊丽莎白·特拉斯（ElizabethTruss）去了趟上海。
2626,我喜欢你，但是你做了一些事情让我不再喜欢你但是看到别人骂你笑你我还是会难过，因为我真的喜欢过你。#李易峰#
894,八年青春转瞬即逝，虽然有很多遗憾，但至少见过花开，花败了我也不年轻了！记忆里的男孩不再美好，不美好的东西就配不上追这个字，再追就不体面了！不会再难过了，再见了！年少的欢喜！?以后专心搞学习专心搞钱希望其他粉丝也体面的说再见吧#李易峰#
5378,13岁的王诗龄就读的英国学校，费用35w一年不是有钱家世显赫才能读，在英国普通人家的孩子也可以，前提要提前申请，要通过笔试和面试这所女校是伊丽莎白女王的长公主安妮公主的母校，还有很多贵族女孩都曾在那里就读……刚从清华毕业的赌王小女儿何超欣，也是这所学校的毕业生。看来王诗龄还是挺有实力的，李湘教导孩子有方！！35w对于李湘来说是小毛毛雨，这价格比国内贵族学校还便宜点。这就是有钱的意义了普通人家的孩子通过了也没钱读
4716,看了一篇讲伊丽莎白的报道原来传奇人物的一生真能让人感动落泪
2387,李易峰墙倒众人推
4718,#伦敦桥塌了#之前看到一个易经讲解说伊丽莎白女王?会在今年逝世……我的天伦敦桥?真的塌了#英国女王去世#
4645,英国新首相叫伊丽莎白·特拉斯，女王也叫伊丽莎白，新首相刚上任，女王身体就不行了，这说明了什么？
7149,#泸定地震已致超30人遇难#默哀！希望伤亡数不要再增加了?
5305,#伊丽莎白女王去世#很喜欢走好?
5929,#四川地震#是我睡太晚头晕，还是感觉又晃了?
6207,#郑州震感来源于此次四川地震#没感觉
5693,【2023年翻译硕士考研-词条翻译热词连载561】伊丽莎白·特拉斯ElizabethTruss
2248,李易峰五百多条微博删除与你相关后就还剩47条
389,#北京警方通报李易峰多次嫖娼#为什么现在追个星搞得跟宗教一样拜托自新中国成立后文艺工作者就是满足于于广大人民群众需要的文化生活的就算在市场经济条件下，我们也是消费者我们是上帝别追个星搞得跟自己多贱一样吧他们不是高高在上的神他们就是实实在在的文艺工作者而已和你我都一样别老低人一等站起来行吗别跪着了
6091,#泸定地震46人遇难#???
479,#如何看待李易峰此前发声明#滚
1528,#李易峰多次嫖娼被行政拘留#男的为什么有钱有颜还会去嫖？谈恋爱不好吗？嫖跟约有本质的区别，约大多数时候是平等的，嫖是一方寻求付费服务，意味着他可以做出他给的嫖资内的任何事情，而且往往是不容拒绝的；第二，嫖不需要任何责任感，当男的做出这种行为的时候，他百分之两百是一个责任感道德感极其低下甚至没有的人，他认为给了钱，付出了代价，就可以了，内心不会有任何难受，正常的恋爱关系你都需要责任感和道德感去维系，而嫖的话，今天找A，明天找B，后天找C都可以；最后，嫖真的太普遍了，根据一个人际理论，想办成一件事只需要通过X个人（具体忘记了，意思是你不会的东西，你朋友也不会，你朋友的同事也不会，你朋友的同事的亲戚就有可能会），而嫖一定是你“听过”或者“认识”的人。真可怕，我们披着人类的衣裳，可以谈论鲜花、诗歌和宇宙，但有的男性可能只把女性当成性资源，有的女性也只会说“嫖总比出轨好吧”“真怪那些小姐”
6015,习近平对四川甘孜泸定县6.8级地震作出重要指示O网页链接
1079,晚上回学校#都怪李易峰#
4204,#伊丽莎白女王去世#自由主义，泛民主当下，旧时王室贵族，精英治理被解构。女王去世，恐怕再也没有能够团结多数人们的主心骨了，世界会更加撕扯。
2595,#李易峰超话#我的天呐...点进去看这一个个都是粉了八年九年的粉丝最难过的是他们吧
3748,#英国女王去世#一代传奇，也属于寿终正寝，晚安伊丽莎白。
839,李易峰2014—2022你失约了，李易峰
1992,#李易峰多次嫖娼被行政拘留#非粉。张小凡滤镜碎了
3745,#英女王生平#最终伦敦塔还是在我仰望其生平的时刻倒下了。英王虽然多为男性，但最出名的君主却是三个女王:伊丽莎白一世、维多利亚和伊丽莎白二世。如果伊丽莎白一世代表着英国艰苦创业的开始，维多利亚是英国如日中天的黄金时代，而伊丽莎白二世则是日落前最后一抹夕阳。现在这抹残阳也消失了。伊丽莎白见证了现代历史，在她出生西斯战争还没有爆发;在她登基的时候，中国和美国在朝鲜死磕，苏联正在斯大林时代的最后一年，东西方铁幕已经拉下，第三世界也在酝酿着独立的浪潮。女王在位的这七十年，她熬了15任首相，她见识了人类走向太空时代，她见过加加林。她又丢掉了英国最多的殖民地，经历了马岛战争，经历了香港回归，还来过一次中国。她又见证了苏联解体，铁幕被拉开，见证了中国的崛起，见证了英王皇冠的明珠--印度超越了英国。她见证了全球化，又见证了逆全球化，见证了欧盟的诞生，又见证了英国脱欧。她看到了很多，但却又什么也不能做，作为英国的面子，她坐在英国最高的庙堂之上，能且仅能带着招牌的微笑看着这一切的发生。伊丽莎白二世作为英国国家元首是无奈时。她无法带领帝国走出衰败在她的任上联合王国的影响力在不可避免的收缩。作为一名家长，她也是无奈的，虽然一直有“女王严格教育后代”的说法，但查尔斯戴安娜还是让英王室的声望降到低点，哈里梅根夫妇又差点让女王晚节不保。大概也只有在女王一贯低调行事的作风下，英王室不断增长财产才是她最大的业绩吧。女王熬走了她登基那个时代的人，熬走了她的妹妹，熬走了她的丈夫，差点熬走她的儿子，就差熬走带英了。终于，她熬走了她自己。至于她身后的英国，算了，已经不用再管了。大概随着女王的去世，一些东西真的应该成为历史了吧。#微博新知博主#
4994,#伊丽莎白女王去世#见证历史，一路走好
6961,#四川1小时内连发7次地震#希望大家都要平平安安的
1441,李易峰#李易峰#过段时间清微博清关本人已麻木快乐小瓜田罢了然后搜罗一下买的东西
3493,小臭万一岁啦，我们也一年啦心灵手巧耐心棒棒的张贪心的我想再幸福一点希望能听到我的祈祷翻出万万小时候的一些衣服，小时候用的伊丽莎白圈也是特别迷你，不知不觉中
3193,#麻雀##李易峰#李易峰仅出场几秒！就成全剧经典！陈山张离跪服！L风元素邂逅水元素的微博视频
8632,#外交部回应佩洛西窜访中国台湾地区#相信国家??坚持党的领导！
4005,#英国女王最恨的两个女人#我从短短的视频看到了英国女王伊丽莎白的一生，很有感触啊！真是没有想到这么尊贵的人也有无奈的时候。#英国女王的五大重要历史时刻#
1509,还是感慨，@李易峰你真是自己作死
6551,比起前两天看的恐怖片，以及封不封城，绿码黄码，倒不倒闭的焦虑，不知会不会有下一波的地震更让人睡不着。
4292,刚背完单词，打开手机微博一看，不知道为什么英女王，伊丽莎白去世….我莫名的好难过，可是他明明跟我没啥关系啊….我就是感觉好难过，就有一种感觉认识的多年的老奶奶去世了…..我现在好丧….可是他真的跟我没关系啊就是说不出来的难受
2588,李易峰@李易峰最后一次带话题了一直觉得在我的青春里唯一拿的出手的就是喜欢你，看到热搜爆的那一刻我是真的崩溃难过，眼泪止不住的流，实打实的春夏秋冬交替的八年，不是八天也不是八个月，我真的有很努力的在克制自己今早出奇的穿上了之前代言的同款T恤，下午手机屏幕摔碎了，吃完饭后刷手机就给我这么大的一个打击，我真的很崩溃，身边的人都来问爆了但我实在是没有精力去一个个回复，做错了就是做错了，李易峰也真的对不起李易峰，下午一边哭一边私密掉所有关于你的一切东西，一个都舍不得删，只想把这八年来所有的一切都封印起来，不会再追星了，自己就像一个笑话，昨天维护李的全部评论现在一字字就像刀子一样扎在我的心上，你真的对得起自己在娱乐圈里摸爬滚打这么些年吗自始至终我最最难过的就是我还没有见你一面，我还想着以后无论如何都要去见你一面的，上次如果不是因为疫情你本可以来重庆的，那是我最近最近见你一次的机会，我为了绿海一直一直在存钱，结果现在拼尽全力去见的人，没了，永远没了还是当个普通人吧，明明那么正直那么温柔的人，说退门票是真的，认真做公益是真的，平时宠粉那也是真的，但是pc也是真的，那么我到底该如何去评价你，我就好像做了一个很长很长的梦，到现在都还是好恍惚不管怎么样，这八年的时间里我都很爱很爱你，只是以后我再也不能跟她们分享关于你的一切了，再也不能骄傲的说出喜欢你了，我只希望你能够改过自新你带给过我的快乐，直到现在我也是一天都不想舍弃最后的最后为你再哭一次，今天真的很疲惫，从你下午出事的那一刻起一直哭到现在，实话实说，我做不到讨厌你，我也舍不得对你说一句重话，你曾带给我快乐是真的，陪我度过最黑暗的日子也是真的，激励我改变我也同样是真的，你曾给我带来过光，让我挺过了最黑暗的日子，起码在那一段时间里是美好的我的少年没守住初心，我的青春止于今天心里堵的慌我知道我需要很久很久才能慢慢释怀不管怎么样内心深处的角落里会有你的位置存在以后我也就是一个人了我就祝素人李贺未来平安喜乐，万事顺遂，在荧幕外要好好生活
4608,伊丽莎白·弑君者·特拉斯
5106,#伊丽莎白女王去世#又是一位历史书上的人物离开了
8605,#外交部回应佩洛西窜访中国台湾地区#就是辛苦了那群大半夜还要在酒店门口抗议的老百姓们，看那画面有不少老人家。
1532,#川影撤除李易峰优秀校友海报#笑死
5290,有点子玄学，伊丽莎白和毛爷爷是同一天去世的
7129,#超时空罗曼史##胡一天取消微博直播#玩梗适度多关注地震愿平安
5334,日推热搜#伊丽莎白女王去世#
7120,#紧急驰援泸定地震#赠人玫瑰，手有余香。我在“思源紧急驰援泸定地震”项目捐款成功！愿我和@蔡徐坤·KUNMMT让爱心传递。@中华思源工程扶贫基金会思源紧急驰援泸定地震
4073,【英国女王伊丽莎白二世去世#1分钟回顾英国女王96年岁月#】当地时间9月8日，英国女王伊丽莎白二世在苏格兰巴尔莫勒尔城堡去世，享年96岁。#直击英国女王逝世民众悼念现场#伊丽莎白二世于1926年4月21日出生于伦敦。1952年，伊丽莎白公主在25岁时成为女王，当时她的父亲乔治六世国王去世。从温斯顿·丘吉尔爵士到利兹·特拉斯，女王在位期间见证了15位英国首相。2015年，她成为历史上在位时间最长的英国君主，打破了她的曾曾祖母维多利亚女王创下的纪录。#英国女王去世##英国女王伊丽莎白二世去世#（猛犸新闻）L猛犸新闻的微博视频
1430,吃瓜主页#李易峰视频#
734,#如何看待李易峰此前发声明#死鸭子嘴硬，没点问题能当明星？？
4396,【英国女王伊丽莎白二世去世#1分钟回顾英国女王96年岁月#】当地时间9月8日，英国女王伊丽莎白二世在苏格兰巴尔莫勒尔城堡去世，享年96岁。#直击英国女王逝世民众悼念现场#伊丽莎白二世于1926年4月21日出生于伦敦。1952年，伊丽莎白公主在25岁时成为女王，当时她的父亲乔治六世国王去世。从温斯顿·丘吉尔爵士到利兹·特拉斯，女王在位期间见证了15位英国首相。2015年，她成为历史上在位时间最长的英国君主，打破了她的曾曾祖母维多利亚女王创下的纪录。@猛犸新闻L猛犸新闻的微博视频
4714,其实看到伊丽莎白去世没什么触动，比起几年来因为疫情导致的经常性的恐慌焦虑和封闭，某个遥远国家的历史性事件，实在引不起丝毫波澜。
2930,#如何看待李易峰此前发声明#真的很好笑
1249,#明星的打脸声明#记Z问：你最宝贵的东西是什么？李易峰答：贞．．操。现在回过头来看这个采访，毫无疑问是打脸呀……#李易峰超话##李易峰墨镜##小娇睡不着##求锤得锤##苏梅岛##罗百万##blase湾湾##郭子瑜发文#
1355,为了偶像形象而不正常谈恋爱，就是挺没有人性的。[小章鱼]这几年塌了的一些名人明星，李易峰还算是比较喜欢的一个了
4336,真的人物，一举手一投足，就是标准答案。#财经#如果一个人足够强大，那么他的行为就是标准。我对伊丽莎白女王印象最深的是这张图。
7920,看着账户里钱回来一半，心里一点都开心不起来，像是佩洛西在我的账户上撒了尿，还拿我的钱当纸擦了。又减半仓，准备散散心休息一下。想起辛弃疾临终前的二字。“杀敌！”
79,詹国枢：希望主流媒体多关注民生问题，少追逐明星嫖娼之类的新闻。#李易峰#民生#吸引眼球L大大维观天下的微博视频
6194,#泸定地震已致超30人遇难#啊啊平平安安的
3752,人不是因伟大而备受尊重，是因为备受尊重而伟大。世界依然不缺跳梁小丑，却从此不再有伊丽莎白女王。
2393,#如何看待李易峰此前发声明#这就有粉丝无缝衔接上岗了，哈哈哈
3886,盲猜伊丽莎白是被儿子的新冠传染的
5927,#航拍泸定地震震中磨西镇#愿平安??
1721,#李易峰墨镜#只有两分钟的六分钟的都是钓鱼对了哥只有白天才带墨镜
5753,【荧屏留影】东方卫视《爱乐之都》（14），第三轮竞演节目之《爱情第一忌+从前一家人+婉秋的心声》（选自音乐剧《爷们儿》）；《当我想跳舞》（选自音乐剧《伊丽莎白》）。
4348,今天不少人晒英国女王伊丽莎白去世的消息。请别忘记了！1976年9月9日零时10分，一代伟人毛泽东与世长辞！毛主席比英国女王伟大1000倍！
301,李易峰本来还想攒钱去看你的演唱会这下好了不用攒了给我省钱了
6833,看了地震视频感觉真的好吓人希望大家都平平安安的???
2903,“青春尾巴的惊鸿一瞥最后我们都成为平庸的成年人”#李易峰多次嫖娼被行政拘留#@李易峰
5729,不同时期伊丽莎白女王与军事相关的日常。#英国女王去世##查尔斯成为英国国王#
6829,#泸定地震46人遇难#唉，难受！！！
8069,#微博崩了#夹总赚了那么多钱都不知道分点把机器好好维护一下嘛每次遇见点事就崩要你何用管她佩洛西是死是活今天骂你骂定了
2711,#关注俄乌局势最新进展#感谢李易峰同志，让俄罗斯赢麻了
637,李易峰所有的放下都是需要时间的吧，对呀现实中嫖娼的人我也依然无比唾弃。今天朋友说其实很正常也只是解决生理需求我身为一个艺术生在一个艺术院校里应该看的很开了因为身边嫖娼约炮出轨真的很多甚至自己也经历过被出轨的经历。多正常啊。可是难道要因为我是一个艺术生大环境是这样就要去接受这是一个普遍存在的事实吗哪怕这些事情已经成为这个社会很普遍的事情了但是没道德就是没道德不对就是不对。可是真的很舍不得李易峰可是我知道人品不好的人不能喜欢也许放下需要时间，但总会过去。我也相信他身上也有很多闪光点，但是错了就是错了。
6840,#平澜救灾#小善意，大温暖。我在“平澜公益泸定地震救援行动”项目捐款成功！愿点滴之举温暖更多心灵。@平澜公益http://t.cn/A6SWqxqt
8054,#台北民众高喊佩洛西滚回去#所以千名警力干嘛用了到底
1178,李易峰我的年少有你，你的青春有我好啦，青春结束了，再见大明星，来日方长喜欢归喜欢，但是犯错了挨打就要立正！
3857,伊丽莎白女王与丈夫，北京长城，1986年。
3585,#英国女王去世#【英女王伊丽莎白二世去世享年96岁】当地时间9月8日，英国女王伊丽莎白二世在苏格兰巴尔莫勒尔城堡去世，享年96岁。伊丽莎白二世于1926年4月21日出生于伦敦。1952年，伊丽莎白公主在25岁时成为女王，当时她的父亲乔治六世国王去世。从温斯顿·丘吉尔爵士到利兹·特拉斯，女王在位期间见证了15位英国首相。2015年，她成为历史上在位时间最长的英国君主，打破了她的曾曾祖母维多利亚女王创下的纪录。#伊丽莎白二世在位时间最长##查尔斯成为英国国王##V1圈看世界##第一视频阅后即焚#
494,李易峰我的8年……仅剩最后一口气等你发一个微博
975,#如何看待李易峰昨晚发声明#可笑至极他们的声明完全不可信
2256,每一次男明星出事，受伤害的都是我们普通的老实男性，就在刚才，我走路走的好好的，结果路过几个女的身边，她们对我指指点点说：像这种长得帅的男人没一个好东西。#李易峰#
1021,#如何看待李易峰此前发声明#我群里刚才发了那个湾湾的名字缩写，别问都是谁，不是那些小咖秀，富二代是非常有名的那二位，演员歌手也是比较有名的，但至于是不是都像湾湾所说的不确定?但湾路子超级野，玩的很开，很多一线的明星都有她联系方式；但我敢赌一波她不敢爆，除了明星富二代，还有别的二代！
4983,伊丽莎白女王去世了。让我想起来苗师傅提到的一篇德文短篇小说《背对世界》，嗯，因为刚才出新闻的同时，我在***…这两年真的一不小心就“背对世界”了，重大事件的密集程度超乎想象。于我而言“背对”是一个优于“面对”的选项。
1001,#李易峰墨镜#姐妹们不要再因为那个小视频花钱了那个视频根本就不是他身材不是住的环境也不是他这个级别怎么不得是希尔顿
1361,#如何看待李易峰此前发声明#最讨厌拖拖拉拉的瓜能不能痛快一点啊
6524,#泸定地震46人遇难#说实话，看到那些看到预警幸灾乐祸，不找个地方避险的人真的是醉。
4210,9月9日??闻要??概览1.??桥敦伦??倒塌！英女王伊丽莎白??世二??去世享年96岁??顾回??英女王一生：近??个一??世纪的??史历??书2.鲍威尔鹰语再次??动震??全球市场：重申??忘勿??历史??元美??强势??高冲??3.英国公布??子揽一??援助计划帮助??业企??和家庭应对??机危源能??4.德国??价电??飙升，部分??众民??开始洗冷水澡？5.??球全??食品通胀加剧？??度印??宣布对??分部??大米??收征??20%??税口出??
8026,#佩洛西可能会宣布支持台独#…燃烧的中期选举。
3256,#英国女王去世#英国伊丽莎白女王挚爱一生的，从童年爱到垂暮，其实是柯基犬，柯基的魅力和女王一起载入了史册。
6330,#泸定地震46人遇难#愿平安???
238,#如何看待李易峰此前发声明#一个今年4月份刚刚注册的小号，一万七的转发，各位真的只是吃瓜还是看热闹不嫌事大亦或者各怀鬼胎
6250,大陸好像發生地震是不是？祈求同胞平安????????
8045,#佩洛西#她游回去啦
7883,说点像是马后炮的话，一开始看到老胡说会击落佩洛西的话我就觉得不太妙，从我的想法再怎么也不可能会击落她，一开始我还以为她不会去台湾了，但是布林肯强调这只是佩洛西的个人选择，我就觉得她可能真会去。一旦她真去了，老胡一开始说的话在国内愈演愈烈，很多人都希望开炮，但是国家没有选择开炮，势必会又引起一波人觉得太软弱了，又会引起一波大的舆论。可是国与国之间哪能那么简单啊。
6057,#泸定地震46人遇难#希望这个数字不要再上升了。请上天保佑中国人。天灾人祸，这片大地已经很不容易了。
3501,#英国女王去世##超能新星汇##新星v计划#伊丽莎白女王陛下生前为冰球比赛开球的画面，轻轻的你走了，正如你轻轻的来。L油腻期的棒球和橄榄球的微博视频
2373,#李易峰超话#中国内娱的艺人，一个接着一个糊，个人认为就是钱挣太多，有钱没地花，吃太饱了撑的，德不配位，外娱不这么连续的糊是因为他们高尚吗，是因为他们没这么多钱去乱搞，去封口。这群人当明星，装不好一个榜样也就得了，还总犯一些普通人都不会犯的错误，我真的很无语了。在不彻底整治，以后可能会吃瓜吃到嘴软哈哈，内娱，不愧是你。
7907,#台北民众高喊佩洛西滚回去#台独建议绞杀
508,李易峰说脱粉假装不在意但为什么到现在还睡不着
4757,阿伯岱尔国家公园，以树顶酒店闻名于世。1952年26岁的伊丽莎白上树前是公主，下树后成女王，因此，老树顶屋成为见证历史的地标。如今酒店建在老树顶屋北面约100米，几经翻修，内部设施逐渐完善，女王于1959年又来到这里观看动物。今天，英国女王伊丽莎白二世逝世，享年96岁，树顶酒店也终将载入史册。
4228,伊丽莎白女王二世于1947年结婚，丈夫是爱丁堡公爵菲利普亲王，从此开始了一段长达74年的秀恩爱旅程。女王和菲利普亲王，两张照片中的两人姿态神情几乎一致，而拍摄时间却差距整整半个世纪。#英国女王去世##查尔斯成为英国国王##伦敦桥塌了#
1839,#中新网评李易峰嫖娼被警方通报##北京警方通报李易峰多次嫖娼#媒体评李易峰嫖娼被拘：法律面前无“顶流”L网坛快报的微博视频
1335,#李易峰多次嫖娼被行政拘留#流出视频不仔细看看不太出来，但李易峰确实有胖的时候
1540,以后真的没有李易峰了只有回归平凡的李贺祝安好
3301,紫微斗数伊丽莎白女王勇敢坚韧的个性特质，端庄有礼的对外形象，非常符合武杀坐命天府坐迁的命盘特点。在武曲化忌的流年，走完了传奇的一生?#紫微斗数##英国女王伊丽莎白二世逝世#
7117,心血来潮去听了一节don'twait的翻跳课老师：?这段db，就你来吧我：（瞳孔地震）
6718,#地震#刚刚真的没有地震吗？
8600,#外交部回应佩洛西窜访中国台湾地区#此时心情，犹如看觉醒年代巴黎和会那段，无奈憋屈心痛
843,#网友要求李易峰道歉#昨天李易峰工作室告的网友，现在集体的反告哈哈哈
4119,【#盘点出演过英女王的演员#】#英国女王去世#，享年96岁。由于执政年期长，跨越好几个世代，她的一生往往是电影的最佳题材，而扮演过女王的不计其数。电影《国王的演讲》中，童星FreyaWilson饰演童年时期的伊丽莎白；电影《公主夜游记》中SarahGadon饰演少女时期的女王；电影《女王》中，DameHelenMirren饰演女王并凭此获得奥斯卡最佳女主角奖；电视剧《王冠》的女王一角，第一、二季由ClaireFoy出演，第三、四季由OliviaColman饰演并获艾美奖最佳剧情类剧集女主角；电影《王牌大贱谍3》中JeannetteCharles出演了女王老年时期。甚至在动画电影《小黄人大眼萌》中也有女王的虚拟形象出现，由JenniferSaunders为英女王配音。#王冠或因英女王去世暂停拍摄#
7946,#台北民众高喊佩洛西滚回去#支持打仗的都是傻子吧反正我就知道打不起来不划算在自己家打仗打美国我觉得可以
